timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1700089066219,721,HTTP GET Request-Assignments,200,OK,Thread Group 1-1,text,true,,471,191,25,25,http://dev.ajitpatil.me/v1/assignments,721,0,0
1700089066063,877,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-10,text,false,,262,363,25,25,http://dev.ajitpatil.me/v1/assignments,877,0,0
1700089066838,102,HTTP GET Request-healthz,200,OK,Thread Group 1-24,,true,,225,185,25,25,http://dev.ajitpatil.me/healthz,102,0,31
1700089066898,68,HTTP GET Request-healthz,200,OK,Thread Group 1-25,,true,,225,185,26,26,http://dev.ajitpatil.me/healthz,68,0,28
1700089066940,38,HTTP GET Request-healthz,502,Bad Gateway,Thread Group 1-1,text,false,,277,185,26,26,http://dev.ajitpatil.me/healthz,38,0,0
1700089066244,735,HTTP GET Request-Assignments,200,OK,Thread Group 1-2,text,true,,471,191,26,26,http://dev.ajitpatil.me/v1/assignments,735,0,0
1700089066979,40,HTTP GET Request-healthz,200,OK,Thread Group 1-2,,true,,225,185,27,27,http://dev.ajitpatil.me/healthz,40,0,0
1700089066955,75,HTTP GET Request-healthz,200,OK,Thread Group 1-26,,true,,225,185,27,27,http://dev.ajitpatil.me/healthz,75,0,29
1700089067019,68,HTTP GET Request-healthz,200,OK,Thread Group 1-27,,true,,225,185,28,28,http://dev.ajitpatil.me/healthz,68,0,33
1700089067076,76,HTTP GET Request-healthz,200,OK,Thread Group 1-28,,true,,225,185,29,29,http://dev.ajitpatil.me/healthz,76,0,38
1700089067139,64,HTTP GET Request-healthz,200,OK,Thread Group 1-29,,true,,225,185,30,30,http://dev.ajitpatil.me/healthz,64,0,30
1700089067197,93,HTTP GET Request-healthz,200,OK,Thread Group 1-30,,true,,225,185,31,31,http://dev.ajitpatil.me/healthz,93,0,38
1700089066244,1049,HTTP GET Request-Assignments,200,OK,Thread Group 1-4,text,true,,471,191,31,31,http://dev.ajitpatil.me/v1/assignments,1049,0,0
1700089066246,1071,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-12,text,false,,262,363,32,32,http://dev.ajitpatil.me/v1/assignments,1071,0,0
1700089066243,1075,HTTP GET Request-Assignments,200,OK,Thread Group 1-3,text,true,,471,191,32,32,http://dev.ajitpatil.me/v1/assignments,1075,0,0
1700089067297,37,HTTP GET Request-healthz,200,OK,Thread Group 1-4,,true,,225,185,32,32,http://dev.ajitpatil.me/healthz,37,0,0
1700089067260,75,HTTP GET Request-healthz,200,OK,Thread Group 1-31,,true,,225,185,32,32,http://dev.ajitpatil.me/healthz,75,0,38
1700089066243,1111,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-11,text,false,,262,363,32,32,http://dev.ajitpatil.me/v1/assignments,1111,0,0
1700089067319,44,HTTP GET Request-healthz,200,OK,Thread Group 1-3,,true,,225,185,32,32,http://dev.ajitpatil.me/healthz,44,0,0
1700089067317,79,HTTP GET Request-healthz,200,OK,Thread Group 1-32,,true,,225,185,33,33,http://dev.ajitpatil.me/healthz,79,0,34
1700089067378,73,HTTP GET Request-healthz,200,OK,Thread Group 1-33,,true,,225,185,34,34,http://dev.ajitpatil.me/healthz,73,0,33
1700089067436,72,HTTP GET Request-healthz,200,OK,Thread Group 1-34,,true,,225,185,35,35,http://dev.ajitpatil.me/healthz,72,0,34
1700089067498,62,HTTP GET Request-healthz,200,OK,Thread Group 1-35,,true,,225,185,36,36,http://dev.ajitpatil.me/healthz,62,0,28
1700089067554,68,HTTP GET Request-healthz,200,OK,Thread Group 1-36,,true,,225,185,37,37,http://dev.ajitpatil.me/healthz,68,0,31
1700089066266,1405,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-13,text,false,,262,363,37,37,http://dev.ajitpatil.me/v1/assignments,1405,0,0
1700089066327,1367,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-14,text,false,,262,363,38,38,http://dev.ajitpatil.me/v1/assignments,1367,0,0
1700089066369,1342,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-15,text,false,,262,363,38,38,http://dev.ajitpatil.me/v1/assignments,1342,0,0
1700089067618,102,HTTP GET Request-healthz,200,OK,Thread Group 1-37,,true,,225,185,38,38,http://dev.ajitpatil.me/healthz,102,0,33
1700089066436,1311,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-16,text,false,,262,363,39,39,http://dev.ajitpatil.me/v1/assignments,1311,0,0
1700089067678,97,HTTP GET Request-healthz,200,OK,Thread Group 1-38,,true,,225,185,39,39,http://dev.ajitpatil.me/healthz,97,0,31
1700089067739,92,HTTP GET Request-healthz,200,OK,Thread Group 1-39,,true,,225,185,40,40,http://dev.ajitpatil.me/healthz,92,0,50
1700089067800,81,HTTP GET Request-healthz,200,OK,Thread Group 1-40,,true,,225,185,41,41,http://dev.ajitpatil.me/healthz,81,0,39
1700089067862,83,HTTP GET Request-healthz,200,OK,Thread Group 1-41,,true,,225,185,42,42,http://dev.ajitpatil.me/healthz,83,0,40
1700089067920,88,HTTP GET Request-healthz,200,OK,Thread Group 1-42,,true,,225,185,43,43,http://dev.ajitpatil.me/healthz,88,0,39
1700089067975,79,HTTP GET Request-healthz,200,OK,Thread Group 1-43,,true,,225,185,44,44,http://dev.ajitpatil.me/healthz,79,0,33
1700089066479,1586,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-17,text,false,,262,363,44,44,http://dev.ajitpatil.me/v1/assignments,1586,0,0
1700089066533,1542,HTTP GET Request-Assignments,200,OK,Thread Group 1-6,text,true,,471,191,44,44,http://dev.ajitpatil.me/v1/assignments,1542,0,0
1700089066558,1548,HTTP GET Request-Assignments,200,OK,Thread Group 1-5,text,true,,471,191,45,45,http://dev.ajitpatil.me/v1/assignments,1548,0,0
1700089068075,44,HTTP GET Request-healthz,200,OK,Thread Group 1-6,,true,,225,185,45,45,http://dev.ajitpatil.me/healthz,44,0,0
1700089066562,1565,HTTP GET Request-Assignments,200,OK,Thread Group 1-7,text,true,,471,191,45,45,http://dev.ajitpatil.me/v1/assignments,1565,0,0
1700089068034,97,HTTP GET Request-healthz,200,OK,Thread Group 1-44,,true,,225,185,45,45,http://dev.ajitpatil.me/healthz,97,0,53
1700089068106,34,HTTP GET Request-healthz,200,OK,Thread Group 1-5,,true,,225,185,45,45,http://dev.ajitpatil.me/healthz,34,0,0
1700089068098,69,HTTP GET Request-healthz,200,OK,Thread Group 1-45,,true,,225,185,46,46,http://dev.ajitpatil.me/healthz,69,0,32
1700089068127,44,HTTP GET Request-healthz,200,OK,Thread Group 1-7,,true,,225,185,46,46,http://dev.ajitpatil.me/healthz,44,0,0
1700089068157,65,HTTP GET Request-healthz,200,OK,Thread Group 1-46,,true,,225,185,47,47,http://dev.ajitpatil.me/healthz,65,0,28
1700089068220,82,HTTP GET Request-healthz,200,OK,Thread Group 1-47,,true,,225,185,48,48,http://dev.ajitpatil.me/healthz,82,0,42
1700089068279,81,HTTP GET Request-healthz,200,OK,Thread Group 1-48,,true,,225,185,49,49,http://dev.ajitpatil.me/healthz,81,0,43
1700089066573,1885,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-18,text,false,,262,363,51,51,http://dev.ajitpatil.me/v1/assignments,1885,0,0
1700089066577,1889,HTTP GET Request-Assignments,200,OK,Thread Group 1-8,text,true,,471,191,51,51,http://dev.ajitpatil.me/v1/assignments,1889,0,0
1700089068337,143,HTTP GET Request-healthz,200,OK,Thread Group 1-49,,true,,225,185,51,51,http://dev.ajitpatil.me/healthz,143,0,71
1700089066623,1858,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-19,text,false,,262,363,51,51,http://dev.ajitpatil.me/v1/assignments,1858,0,0
1700089066668,1833,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-20,text,false,,262,363,51,51,http://dev.ajitpatil.me/v1/assignments,1833,0,0
1700089068466,50,HTTP GET Request-healthz,200,OK,Thread Group 1-8,,true,,225,185,51,51,http://dev.ajitpatil.me/healthz,50,0,0
1700089068398,122,HTTP GET Request-healthz,200,OK,Thread Group 1-50,,true,,225,185,52,52,http://dev.ajitpatil.me/healthz,122,0,60
1700089068458,94,HTTP GET Request-healthz,200,OK,Thread Group 1-51,,true,,225,185,52,52,http://dev.ajitpatil.me/healthz,94,0,41
1700089068521,96,HTTP GET Request-healthz,200,OK,Thread Group 1-52,,true,,225,185,53,53,http://dev.ajitpatil.me/healthz,96,0,42
1700089066734,2087,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-21,text,false,,262,363,57,57,http://dev.ajitpatil.me/v1/assignments,2087,0,0
1700089066782,2060,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-22,text,false,,262,363,57,57,http://dev.ajitpatil.me/v1/assignments,2060,0,0
1700089068580,274,HTTP GET Request-healthz,200,OK,Thread Group 1-53,,true,,225,185,57,57,http://dev.ajitpatil.me/healthz,274,0,51
1700089066850,2005,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-23,text,false,,262,363,57,57,http://dev.ajitpatil.me/v1/assignments,2005,0,0
1700089068635,220,HTTP GET Request-healthz,200,OK,Thread Group 1-54,,true,,225,185,57,57,http://dev.ajitpatil.me/healthz,220,0,172
1700089068700,182,HTTP GET Request-healthz,200,OK,Thread Group 1-55,,true,,225,185,58,58,http://dev.ajitpatil.me/healthz,182,0,108
1700089068854,48,HTTP POST Request-Assignments,502,Bad Gateway,Thread Group 1-53,text,false,,277,363,58,58,http://dev.ajitpatil.me/v1/assignments,48,0,0
1700089068755,148,HTTP GET Request-healthz,200,OK,Thread Group 1-56,,true,,225,185,58,58,http://dev.ajitpatil.me/healthz,148,0,59
1700089066906,2011,HTTP GET Request-Assignments,200,OK,Thread Group 1-9,text,true,,471,191,58,58,http://dev.ajitpatil.me/v1/assignments,2011,0,0
1700089068814,116,HTTP GET Request-healthz,200,OK,Thread Group 1-57,,true,,225,185,58,58,http://dev.ajitpatil.me/healthz,116,0,33
1700089068917,48,HTTP GET Request-healthz,200,OK,Thread Group 1-9,,true,,225,185,59,59,http://dev.ajitpatil.me/healthz,48,0,0
1700089068878,87,HTTP GET Request-healthz,200,OK,Thread Group 1-58,,true,,225,185,59,59,http://dev.ajitpatil.me/healthz,87,0,36
1700089068933,75,HTTP GET Request-healthz,200,OK,Thread Group 1-59,,true,,225,185,60,60,http://dev.ajitpatil.me/healthz,75,0,29
1700089068998,61,HTTP GET Request-healthz,200,OK,Thread Group 1-60,,true,,225,185,60,60,http://dev.ajitpatil.me/healthz,61,0,27
1700089069060,73,HTTP GET Request-healthz,200,OK,Thread Group 1-61,,true,,225,185,62,62,http://dev.ajitpatil.me/healthz,73,0,38
1700089069126,64,HTTP GET Request-healthz,200,OK,Thread Group 1-62,,true,,225,185,63,63,http://dev.ajitpatil.me/healthz,64,0,29
1700089066940,2274,HTTP GET Request-Assignments,200,OK,Thread Group 1-10,text,true,,471,191,63,63,http://dev.ajitpatil.me/v1/assignments,2274,0,0
1700089066940,2290,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-24,text,false,,262,363,63,63,http://dev.ajitpatil.me/v1/assignments,2290,0,0
1700089066967,2277,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-25,text,false,,262,363,64,64,http://dev.ajitpatil.me/v1/assignments,2277,0,0
1700089069177,72,HTTP GET Request-healthz,200,OK,Thread Group 1-63,,true,,225,185,64,64,http://dev.ajitpatil.me/healthz,72,0,29
1700089069214,56,HTTP GET Request-healthz,200,OK,Thread Group 1-10,,true,,225,185,64,64,http://dev.ajitpatil.me/healthz,56,0,0
1700089066978,2312,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-1,text,false,,262,363,64,64,http://dev.ajitpatil.me/v1/assignments,2312,0,0
1700089069238,79,HTTP GET Request-healthz,200,OK,Thread Group 1-64,,true,,225,185,65,65,http://dev.ajitpatil.me/healthz,79,0,41
1700089069297,68,HTTP GET Request-healthz,200,OK,Thread Group 1-65,,true,,225,185,66,66,http://dev.ajitpatil.me/healthz,68,0,33
1700089069357,72,HTTP GET Request-healthz,200,OK,Thread Group 1-66,,true,,225,185,67,67,http://dev.ajitpatil.me/healthz,72,0,35
1700089069418,74,HTTP GET Request-healthz,200,OK,Thread Group 1-67,,true,,225,185,68,68,http://dev.ajitpatil.me/healthz,74,0,27
1700089069473,80,HTTP GET Request-healthz,200,OK,Thread Group 1-68,,true,,225,185,69,69,http://dev.ajitpatil.me/healthz,80,0,46
1700089069538,80,HTTP GET Request-healthz,200,OK,Thread Group 1-69,,true,,225,185,70,70,http://dev.ajitpatil.me/healthz,80,0,33
1700089067031,2611,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-26,text,false,,262,363,70,70,http://dev.ajitpatil.me/v1/assignments,2611,0,0
1700089067019,2623,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-2,text,false,,262,363,70,70,http://dev.ajitpatil.me/v1/assignments,2623,0,0
1700089067087,2560,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-27,text,false,,262,363,70,70,http://dev.ajitpatil.me/v1/assignments,2560,0,0
1700089069598,61,HTTP GET Request-healthz,200,OK,Thread Group 1-70,,true,,225,185,71,71,http://dev.ajitpatil.me/healthz,61,0,27
1700089067152,2533,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-28,text,false,,262,363,71,71,http://dev.ajitpatil.me/v1/assignments,2533,0,0
1700089069658,78,HTTP GET Request-healthz,200,OK,Thread Group 1-71,,true,,225,185,72,72,http://dev.ajitpatil.me/healthz,78,0,44
1700089069713,60,HTTP GET Request-healthz,200,OK,Thread Group 1-72,,true,,225,185,72,72,http://dev.ajitpatil.me/healthz,60,0,27
1700089069778,63,HTTP GET Request-healthz,200,OK,Thread Group 1-73,,true,,225,185,74,74,http://dev.ajitpatil.me/healthz,63,0,24
1700089069838,71,HTTP GET Request-healthz,200,OK,Thread Group 1-74,,true,,225,185,75,75,http://dev.ajitpatil.me/healthz,71,0,32
1700089069898,76,HTTP GET Request-healthz,200,OK,Thread Group 1-75,,true,,225,185,76,76,http://dev.ajitpatil.me/healthz,76,0,27
1700089067203,2819,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-29,text,false,,262,363,77,77,http://dev.ajitpatil.me/v1/assignments,2819,0,0
1700089067290,2735,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-30,text,false,,262,363,77,77,http://dev.ajitpatil.me/v1/assignments,2735,0,0
1700089067318,2732,HTTP GET Request-Assignments,200,OK,Thread Group 1-12,text,true,,471,191,77,77,http://dev.ajitpatil.me/v1/assignments,2732,0,0
1700089069959,91,HTTP GET Request-healthz,200,OK,Thread Group 1-76,,true,,225,185,77,77,http://dev.ajitpatil.me/healthz,91,0,51
1700089067334,2738,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-4,text,false,,262,363,77,77,http://dev.ajitpatil.me/v1/assignments,2738,0,0
1700089070050,33,HTTP GET Request-healthz,200,OK,Thread Group 1-12,,true,,225,185,78,78,http://dev.ajitpatil.me/healthz,33,0,0
1700089070017,82,HTTP GET Request-healthz,200,OK,Thread Group 1-77,,true,,225,185,78,78,http://dev.ajitpatil.me/healthz,82,0,29
1700089070078,62,HTTP GET Request-healthz,200,OK,Thread Group 1-78,,true,,225,185,79,79,http://dev.ajitpatil.me/healthz,62,0,27
1700089070138,66,HTTP GET Request-healthz,200,OK,Thread Group 1-79,,true,,225,185,80,80,http://dev.ajitpatil.me/healthz,66,0,27
1700089070195,64,HTTP GET Request-healthz,200,OK,Thread Group 1-80,,true,,225,185,81,81,http://dev.ajitpatil.me/healthz,64,0,29
1700089070258,69,HTTP GET Request-healthz,200,OK,Thread Group 1-81,,true,,225,185,82,82,http://dev.ajitpatil.me/healthz,69,0,35
1700089070318,70,HTTP GET Request-healthz,200,OK,Thread Group 1-82,,true,,225,185,83,83,http://dev.ajitpatil.me/healthz,70,0,28
1700089067335,3072,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-31,text,false,,262,363,83,83,http://dev.ajitpatil.me/v1/assignments,3072,0,0
1700089067354,3055,HTTP GET Request-Assignments,200,OK,Thread Group 1-11,text,true,,471,191,83,83,http://dev.ajitpatil.me/v1/assignments,3055,0,0
1700089067363,3048,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-3,text,false,,262,363,83,83,http://dev.ajitpatil.me/v1/assignments,3048,0,0
1700089070409,50,HTTP GET Request-healthz,200,OK,Thread Group 1-11,,true,,225,185,84,84,http://dev.ajitpatil.me/healthz,50,0,0
1700089067396,3063,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-32,text,false,,262,363,84,84,http://dev.ajitpatil.me/v1/assignments,3063,0,0
1700089070374,95,HTTP GET Request-healthz,200,OK,Thread Group 1-83,,true,,225,185,84,84,http://dev.ajitpatil.me/healthz,95,0,22
1700089070434,75,HTTP GET Request-healthz,200,OK,Thread Group 1-84,,true,,225,185,85,85,http://dev.ajitpatil.me/healthz,75,0,27
1700089070496,70,HTTP GET Request-healthz,200,OK,Thread Group 1-85,,true,,225,185,86,86,http://dev.ajitpatil.me/healthz,70,0,33
1700089070554,68,HTTP GET Request-healthz,200,OK,Thread Group 1-86,,true,,225,185,87,87,http://dev.ajitpatil.me/healthz,68,0,27
1700089070618,64,HTTP GET Request-healthz,200,OK,Thread Group 1-87,,true,,225,185,88,88,http://dev.ajitpatil.me/healthz,64,0,30
1700089070680,70,HTTP GET Request-healthz,200,OK,Thread Group 1-88,,true,,225,185,89,89,http://dev.ajitpatil.me/healthz,70,0,34
1700089067508,3280,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-34,text,false,,262,363,89,89,http://dev.ajitpatil.me/v1/assignments,3280,0,0
1700089067451,3339,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-33,text,false,,262,363,89,89,http://dev.ajitpatil.me/v1/assignments,3339,0,0
1700089067560,3242,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-35,text,false,,262,363,90,90,http://dev.ajitpatil.me/v1/assignments,3242,0,0
1700089070737,77,HTTP GET Request-healthz,200,OK,Thread Group 1-89,,true,,225,185,90,90,http://dev.ajitpatil.me/healthz,77,0,30
1700089067622,3196,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-36,text,false,,262,363,90,90,http://dev.ajitpatil.me/v1/assignments,3196,0,0
1700089070798,71,HTTP GET Request-healthz,200,OK,Thread Group 1-90,,true,,225,185,91,91,http://dev.ajitpatil.me/healthz,71,0,33
1700089070858,66,HTTP GET Request-healthz,200,OK,Thread Group 1-91,,true,,225,185,92,92,http://dev.ajitpatil.me/healthz,66,0,32
1700089070916,69,HTTP GET Request-healthz,200,OK,Thread Group 1-92,,true,,225,185,92,92,http://dev.ajitpatil.me/healthz,69,0,25
1700089070987,61,HTTP GET Request-healthz,200,OK,Thread Group 1-93,,true,,225,185,94,94,http://dev.ajitpatil.me/healthz,61,0,27
1700089071040,65,HTTP GET Request-healthz,200,OK,Thread Group 1-94,,true,,225,185,95,95,http://dev.ajitpatil.me/healthz,65,0,29
1700089071097,102,HTTP GET Request-healthz,200,OK,Thread Group 1-95,,true,,225,185,96,96,http://dev.ajitpatil.me/healthz,102,0,29
1700089067671,3535,HTTP GET Request-Assignments,200,OK,Thread Group 1-13,text,true,,471,191,96,96,http://dev.ajitpatil.me/v1/assignments,3535,0,0
1700089067695,3519,HTTP GET Request-Assignments,200,OK,Thread Group 1-14,text,true,,471,191,97,97,http://dev.ajitpatil.me/v1/assignments,3519,0,0
1700089067712,3510,HTTP GET Request-Assignments,200,OK,Thread Group 1-15,text,true,,471,191,97,97,http://dev.ajitpatil.me/v1/assignments,3510,0,0
1700089071162,73,HTTP GET Request-healthz,200,OK,Thread Group 1-96,,true,,225,185,97,97,http://dev.ajitpatil.me/healthz,73,0,36
1700089071208,43,HTTP GET Request-healthz,200,OK,Thread Group 1-13,,true,,225,185,97,97,http://dev.ajitpatil.me/healthz,43,0,0
1700089071215,42,HTTP GET Request-healthz,200,OK,Thread Group 1-14,,true,,225,185,97,97,http://dev.ajitpatil.me/healthz,42,0,0
1700089067726,3531,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-37,text,false,,262,363,97,97,http://dev.ajitpatil.me/v1/assignments,3531,0,0
1700089071223,40,HTTP GET Request-healthz,200,OK,Thread Group 1-15,,true,,225,185,97,97,http://dev.ajitpatil.me/healthz,40,0,0
1700089071215,67,HTTP GET Request-healthz,200,OK,Thread Group 1-97,,true,,225,185,98,98,http://dev.ajitpatil.me/healthz,67,0,34
1700089071278,59,HTTP GET Request-healthz,200,OK,Thread Group 1-98,,true,,225,185,98,98,http://dev.ajitpatil.me/healthz,59,0,26
1700089071338,64,HTTP GET Request-healthz,200,OK,Thread Group 1-99,,true,,225,185,100,100,http://dev.ajitpatil.me/healthz,64,0,31
1700089071399,66,HTTP GET Request-healthz,200,OK,Thread Group 1-100,,true,,225,185,101,101,http://dev.ajitpatil.me/healthz,66,0,28
1700089071460,62,HTTP GET Request-healthz,200,OK,Thread Group 1-101,,true,,225,185,102,102,http://dev.ajitpatil.me/healthz,62,0,27
1700089067775,3808,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-38,text,false,,262,363,103,103,http://dev.ajitpatil.me/v1/assignments,3808,0,0
1700089067751,3842,HTTP GET Request-Assignments,200,OK,Thread Group 1-16,text,true,,471,191,103,103,http://dev.ajitpatil.me/v1/assignments,3842,0,0
1700089067832,3785,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-39,text,false,,262,363,103,103,http://dev.ajitpatil.me/v1/assignments,3785,0,0
1700089071516,103,HTTP GET Request-healthz,200,OK,Thread Group 1-102,,true,,225,185,103,103,http://dev.ajitpatil.me/healthz,103,0,28
1700089067883,3745,HTTP POST Request-Assignments,400,Bad Request,Thread Group 1-40,text,false,,262,363,103,103,http://dev.ajitpatil.me/v1/assignments,3745,0,0
1700089071594,50,HTTP GET Request-healthz,200,OK,Thread Group 1-16,,true,,225,185,104,104,http://dev.ajitpatil.me/healthz,50,0,0
1700089071579,65,HTTP GET Request-healthz,200,OK,Thread Group 1-103,,true,,225,185,104,104,http://dev.ajitpatil.me/healthz,65,0,29
1700089071638,76,HTTP GET Request-healthz,200,OK,Thread Group 1-104,,true,,225,185,105,105,http://dev.ajitpatil.me/healthz,76,0,27
1700089071694,95,HTTP GET Request-healthz,200,OK,Thread Group 1-105,,true,,225,185,106,106,http://dev.ajitpatil.me/healthz,95,0,42
1700089071759,69,HTTP GET Request-healthz,200,OK,Thread Group 1-106,,true,,225,185,107,107,http://dev.ajitpatil.me/healthz,69,0,30
1700089071819,140,HTTP GET Request-healthz,200,OK,Thread Group 1-107,,true,,225,185,109,109,http://dev.ajitpatil.me/healthz,140,0,78
